0
泵车
臂架
支腿
液压系统
臂架支腿液压系统
电气系统元器件
元器件
电气系统
泵送分配搅拌液压系统
分配液压系统
泵送液压系统
搅拌液压系统
泵送
分配
搅拌
润滑系统
油缸
泵送机构
底盘
整机线束
其他线束
线束
分配机构
机构
清洗系统
砼输送管总成
砼输送管
柜外线束
臂架总成
总成
取力机构
整机性能
整机
砼输送管路
输送管路
支腿总成
底架总成
底架
搅拌机构
回转总成
柜内线束
控制器软件
控制器
保障中心维修保养
保障中心
副车架及走台总成
走台总成
副车架总成
料斗总成
故障系统
多路阀
平衡阀
混凝土活塞总成
活塞
活塞总成
GPS
GPS1120
臂架电流
电流
液压泵
液压油
搅拌马达
马达
接近开关类
接近开关
开关
液压胶管
胶管
臂架油缸
泵送油缸
直管
臂架支腿胶管总成
支腿胶管总成
胶管总成
电磁换向阀
换向阀
遥控器类
遥控器
操作开关类
操作开关
其它参数
参数调节
清洗水泵
水泵
发动机
液压阀
润滑泵
分配器
位置开关
液压辅助元件
辅助元件
液压元件
元件
液压
回转减速机
减速机
水泵及辅件
辅件
传感器类
传感器
支腿水平伸缩油缸
伸缩油缸
水平伸缩油缸
三位四通电磁换向阀
三位电磁换向阀
四通电磁换向阀
摆动油缸
分油器
料斗附近线束
料斗线束
料斗
附近线束
主油缸
弯管
凯商遥控器
分动箱
电笛类
电笛
臂架泵
蓄能器
支腿油缸
砼缸
砼管支撑
砼管
气阀
电路板类
电路板
切割环
恒压泵
加脂泵
断路器
双线分配器
泵送性能
底盘电气
电气
控制器类
排量电流
驾驶室转换面板
转换面板
面板
驾驶室
液压辅助助元件
支腿垂直油缸
垂直油缸
程序
取力箱总成
取力箱
HBC遥控器
出料口
气动润滑泵
回转缓冲阀
回转阀
溢流阀
S管总成
S管
小轴承座
小轴承
轴承
继电器
硬管
支腿摆动油缸
管卡
主油泵
清洗马达
伸缩支腿总成
传动系统
显示屏
大轴承座
大轴承
压油过滤器
过滤器
高压注油器
注油器
阀块
销轴
转台附近线束
转台线束
行程开关
底架结构
柜外集成线束
集成线束
眼镜板
软件
泵送阀组线束
泵送阀组
泵送阀
回油过滤器
主动减震
减震
润滑管路
管路
液压锁
单向阀
支腿操作盒与集成控制盒
集成控制盒
支腿操作盒
气管
驾驶室线束
柴油机及相关辅件
柴油机辅件
柴油机
支撑方式
燃料储存装置
储存装置
接头
锥管
柜间连接线束
柜间线束
液控换向阀
电压调速模块
调速模块
末端软管
泵车灯具电笛总成
泵车电笛总成
电笛总成
灯具电笛总成
灯具总成
电控柜柜体和面板元件
面板元件
电控柜柜体
电控柜
柜体
摆腿总成
摆腿
多路阀线束
模块
螺塞
吸油过滤器
回转编码器
编码器
臂架支腿硬管总成
硬管总成
臂架支腿
搅拌全套密封
恒功率参数
传动轴
接触器
整车
电器与电子设备
电子设备
电子
电器设备
电器
连杆
出口弯管
润滑时间
感应距离
电比例减压阀
减压阀
支腿垫板
垫板
制动系统
系统
遥控器及GPS线束
GPS线束
散热器
传动部件
润滑铜管
铜管
转向系统
节能转速
臂架支撑
压力表线
压力表
网式过滤器
二位四通电磁换向阀
转台
3M软管
软管
橡胶弹簧
弹簧
橡胶
系统温度
温度
恒压泵电流
调速模块线束
水泵辅件
耐磨套
小活塞
车桥
清洗水箱
水箱
齿轮泵
转向机构
电路板附近线速
支腿盒线束
支腿盒
外观
气动装置
铜套
黄油嘴
比例减压阀
电控柜柜内线束
电控柜线束
卷管器
叠加溢流阀
调压器
液动换向阀
搅拌叶片
叶片
灯类
摇臂
过渡管
球面轴承
制动机构
润滑油
继电器附近线束
继电器线束
副车架
车架
小齿轮
插装阀
灯具
回转支承
断路器附近线束
二通球阀
球阀
安装支架
润滑油箱
输送管
密封圈
泵送水箱
搅拌轴承座
轴承座
半轴
声光报警器
报警器
润滑软管
支腿马达
管轴
空气过滤器
筛框
三位四通液控换向阀
料斗焊件
焊件
悬挂系统
分配性能
联板
部件名称
螺纹插装式电磁阀
插装式电磁阀
电磁阀
回转限位器挡板
挡板
回转限位器
限位器
调压阀
环保性能
测压接头
润滑系统性能
电气线路
搅拌密封
楼梯
搅拌性能
拨叉密封
拨叉
密封
油位传感器
油位
冷却马达
透气孔
过渡套
砼管缓冲垫
缓冲垫
顺序阀
整车销轴
臂架多路阀
活塞杆密封
